Date,Term,Value
2013-01-17,9125,0.030300771090618135
2013-01-17,10950,0.03129942575795157
2013-01-17,14600,0.03240332821347854
2013-01-17,18250,0.03254448083935085
2013-01-18,0,0.004046793241026311
2013-01-18,1,0.004046854861733586
2013-01-18,2,0.004047039973574852
2013-01-18,7,0.00404981665042816
2013-01-18,14,0.004057078433064984
2013-01-18,30,0.004072386023276105
2013-01-18,61,0.004085826974365571
2013-01-18,91,0.004081937507517415
2013-01-18,122,0.004073395968755498
2013-01-18,152,0.004065334119714723
2013-01-18,182,0.004059808314263364
2013-01-18,213,0.004058191750050685
2013-01-18,243,0.004056518221089861
2013-01-18,273,0.004056341135874421
2013-01-18,304,0.004057635256027079
2013-01-18,335,0.004060561334727926
2013-01-18,365,0.004065234985663754
2013-01-18,395,0.004074125145831159
2013-01-18,425,0.004087626920206237
2013-01-18,456,0.004106153651169859
2013-01-18,486,0.004128313804437103
2013-01-18,516,0.004154487879002155
2013-01-18,547,0.004185630648697474
2013-01-18,577,0.00421964065122304
2013-01-18,607,0.004257386368270257
2013-01-18,638,0.004300253122454177
2013-01-18,668,0.004345426399686167
2013-01-18,698,0.004394188743555911
2013-01-18,730,0.004450121005456444
2013-01-18,1095,0.005378962016525157
2013-01-18,1460,0.0067970478199396904
2013-01-18,1825,0.008512751026683085
2013-01-18,2190,0.010369140932560656
2013-01-18,2555,0.012297394018454673
2013-01-18,2920,0.01427014384045821
2013-01-18,3285,0.016139956098344604
2013-01-18,3650,0.017902408200947684
2013-01-18,4380,0.020904554922347482
2013-01-18,5475,0.024218855742193235
2013-01-18,7300,0.027794435607069404
2013-01-18,9125,0.02980512860495301
2013-01-18,10950,0.030821482347304592
2013-01-18,14600,0.031989018220392275
2013-01-18,18250,0.032183140758401924
2013-01-21,0,0.004047659756423656
2013-01-21,1,0.004047703716639845
2013-01-21,2,0.004047835775007853
2013-01-21,7,0.004049816650428151
2013-01-21,14,0.004055020573179266
2013-01-21,30,0.004066304658659633
2013-01-21,61,0.004077969821118526
2013-01-21,91,0.004078572749039809
2013-01-21,122,0.004076401374193197
2013-01-21,152,0.004074518176472119
2013-01-21,182,0.0040739622463306065
2013-01-21,213,0.004075774732218415
2013-01-21,243,0.004080057451669144
2013-01-21,273,0.004085750106421207
2013-01-21,304,0.004092556281542568
2013-01-21,335,0.004101882713433508
2013-01-21,365,0.004114566726098637
2013-01-21,395,0.004131022865381076
2013-01-21,425,0.004151196856758098
2013-01-21,456,0.004175906765054879
2013-01-21,486,0.004203527615571117
2013-01-21,516,0.00423477253338123
2013-01-21,547,0.004270847310884496
2013-01-21,577,0.004309410071820448
2013-01-21,607,0.004351553258383663
2013-01-21,638,0.004398852970566208
2013-01-21,668,0.0044482499405279555
2013-01-21,698,0.004501204331795779
2013-01-21,730,0.004561604303444912
2013-01-21,1095,0.005541179495618487
2013-01-21,1460,0.007000652218864956
2013-01-21,1825,0.008741821859524624
2013-01-21,2190,0.01064637595120416
2013-01-21,2555,0.012638631553887699
2013-01-21,2920,0.01460155103399346
2013-01-21,3285,0.01649955681763196
2013-01-21,3650,0.018267830477478705
2013-01-21,4380,0.02127635114836571
2013-01-21,5475,0.024616600027218032
2013-01-21,7300,0.028229994522452156
2013-01-21,9125,0.030207195961296184
2013-01-21,10950,0.031226392261111985
2013-01-21,14600,0.0324203351384987
2013-01-21,18250,0.03261041932471828
2013-01-22,0,0.004048703358982996
2013-01-22,1,0.004048726048778729
2013-01-22,2,0.004048794211399734
2013-01-22,7,0.004049816650428148
2013-01-22,14,0.004052483954171447
2013-01-22,30,0.004058017007573155
2013-01-22,61,0.004062731773587026
2013-01-22,91,0.004061918971327192
2013-01-22,122,0.00406019553112228
2013-01-22,152,0.004057652707078328
2013-01-22,182,0.00405433035450513
2013-01-22,213,0.004051741996153037
2013-01-22,243,0.0040512380168766385
2013-01-22,273,0.004053350215340161
2013-01-22,304,0.004058133569136714
2013-01-22,335,0.004064082492061021
2013-01-22,365,0.0040716988723390945
2013-01-22,395,0.004082065762358952
2013-01-22,425,0.0040955988607176115
2013-01-22,456,0.004113175412962396
2013-01-22,486,0.00413385483027684
2013-01-22,516,0.004158289544827261
2013-01-22,547,0.004187602750142448
2013-01-22,577,0.004219994169772062
2013-01-22,607,0.0042564150123048546
2013-01-22,638,0.004298343839090978
2013-01-22,668,0.004343123763994875
2013-01-22,698,0.00439207760845917
2013-01-22,730,0.0044489319427245076
2013-01-22,1095,0.0053951777948623
2013-01-22,1460,0.006792488920274757
2013-01-22,1825,0.008537986857919021
2013-01-22,2190,0.010420063808213515
2013-01-22,2555,0.01238555762633139
2013-01-22,2920,0.014360703530219654
2013-01-22,3285,0.01624745452248368
2013-01-22,3650,0.018016184112663543
2013-01-22,4380,0.021046059527845867
2013-01-22,5475,0.024438294203390536
2013-01-22,7300,0.02806691230155571
2013-01-22,9125,0.030099954897979203
2013-01-22,10950,0.03115623064118098
2013-01-22,14600,0.03243550286201896
2013-01-22,18250,0.03261314210238653
2013-01-23,0,0.004111645209457139
2013-01-23,1,0.0041115059456112955
2013-01-23,2,0.0041110875959032315
2013-01-23,7,0.004104812349812971
